Brand,Brand_Style,Neighbor_Rk,Neighbor_Idx,Neighbor_Dist
Hop Valley Alphadelic IPA,IPA,3,30,0.5862842358322963
Hop Valley Alphadelic IPA,IPA,4,213,0.7921385007712685
Hop Valley Alphadelic IPA,IPA,5,204,0.9922091475693045
Hop Valley Alphadelic IPA,IPA,6,80,1.0583296281124954
Hop Valley Bambino Stash,IPA,1,70,0
Hop Valley Bambino Stash,IPA,2,45,1.579311316539292
Hop Valley Bambino Stash,IPA,3,46,1.5977916849580784
Hop Valley Bambino Stash,IPA,4,79,4.191103686079469
Hop Valley Bambino Stash,IPA,5,155,4.728499795650255
Hop Valley Bambino Stash,IPA,6,20,5.443276795390568
Hop Valley Blonde Ale,Blonde Ale,1,71,0
Hop Valley Blonde Ale,Blonde Ale,2,24,0.39905590956642334
Hop Valley Blonde Ale,Blonde Ale,3,51,0.4055051660143372
Hop Valley Blonde Ale,Blonde Ale,4,214,0.48815410544766025
Hop Valley Blonde Ale,Blonde Ale,5,67,0.49624161942355643
Hop Valley Blonde Ale,Blonde Ale,6,3,0.5087714944141624
Hop Valley Bubble Stash,India Pale Ale,1,72,0
Hop Valley Bubble Stash,India Pale Ale,2,202,0.31028667911351815
Hop Valley Bubble Stash,India Pale Ale,3,73,0.5938049145825754
Hop Valley Bubble Stash,India Pale Ale,4,213,0.7111915510665097
Hop Valley Bubble Stash,India Pale Ale,5,204,0.8721626888418784
Hop Valley Bubble Stash,India Pale Ale,6,20,0.8956156797563292
Hop Valley Citrus Mistress,American-Style IPA,1,73,0
Hop Valley Citrus Mistress,American-Style IPA,2,213,0.4695362442570189
Hop Valley Citrus Mistress,American-Style IPA,3,72,0.5938049145825754
Hop Valley Citrus Mistress,American-Style IPA,4,171,0.6193131905858655
Hop Valley Citrus Mistress,American-Style IPA,5,80,0.6934265525327803
Hop Valley Citrus Mistress,American-Style IPA,6,204,0.7193876883538238
Hop Valley Cryo Stash,Imperial IPA,1,74,0
Hop Valley Cryo Stash,Imperial IPA,2,172,8.9920068793501855
Hop Valley Cryo Stash,Imperial IPA,3,46,9.029408624492767
Hop Valley Cryo Stash,Imperial IPA,4,70,9.058929023418163
Hop Valley Cryo Stash,Imperial IPA,5,45,9.473770859868136
Hop Valley Cryo Stash,Imperial IPA,6,79,9.82934236054447
Hop Valley Divine Shine,Hybrid Ale,1,75,0
Hop Valley Divine Shine,Hybrid Ale,2,82,2.8610065708047863
Hop Valley Divine Shine,Hybrid Ale,3,77,4.548174992545772
Hop Valley Divine Shine,Hybrid Ale,4,169,7.645190233127862
Hop Valley Divine Shine,Hybrid Ale,5,158,7.808746470711689
Hop Valley Divine Shine,Hybrid Ale,6,81,8.344508883141646
Hop Valley Hefe,American Hefeweizen,1,76,0
Hop Valley Hefe,American Hefeweizen,2,198,0.7260007172105611
Hop Valley Hefe,American Hefeweizen,3,163,0.8630348817796232
Hop Valley Hefe,American Hefeweizen,4,200,1.0833053943704423
Hop Valley Hefe,American Hefeweizen,5,197,1.1894387001145108
Hop Valley Hefe,American Hefeweizen,6,208,1.4539012678083336
Hop Valley Light MeUp Lager,American Lager,1,77,0
Hop Valley Light MeUp Lager,American Lager,2,75,4.548174992545772
Hop Valley Light MeUp Lager,American Lager,3,82,5.452443891087179
Hop Valley Light MeUp Lager,American Lager,4,71,7.540408256317005
Hop Valley Light MeUp Lager,American Lager,5,51,7.545587296119765
Hop Valley Light MeUp Lager,American Lager,6,211,7.552467954982955
Hop Valley Mango & Stash,Mango IPA,1,78,0
Hop Valley Mango & Stash,Mango IPA,2,76,12.9639236865538
Hop Valley Mango & Stash,Mango IPA,3,197,12.983159270137863
Hop Valley Mango & Stash,Mango IPA,4,208,13.005414000917067
Hop Valley Mango & Stash,Mango IPA,5,198,13.009373813322762
Hop Valley Mango & Stash,Mango IPA,6,163,13.02321763915781
Hop Valley Palisaderade,IPA,1,79,0
Hop Valley Palisaderade,IPA,2,70,4.191103686079469
Hop Valley Palisaderade,IPA,3,45,4.72485098220469
Hop Valley Palisaderade,IPA,4,46,4.908831532023758
Hop Valley Palisaderade,IPA,5,81,6.2868448172915725
Hop Valley Palisaderade,IPA,6,169,6.5482391288837745
Hop Valley Red Ale,American Red Ale,1,80,0
Hop Valley Red Ale,American Red Ale,2,29,0.6125606994797721
Hop Valley Red Ale,American Red Ale,3,73,0.6934265525327803
Hop Valley Red Ale,American Red Ale,4,213,0.7813019467402597
Hop Valley Red Ale,American Red Ale,5,171,0.8589178040928149
Hop Valley Red Ale,American Red Ale,6,30,1.0114589432688659
Hop Valley Secret Chief American Stout,American Stout,1,81,0
Hop Valley Secret Chief American Stout,American Stout,2,158,3.0358471086069745
Hop Valley Secret Chief American Stout,American Stout,3,169,3.2602780754156444
Hop Valley Secret Chief American Stout,American Stout,4,30,3.845435314001665
Hop Valley Secret Chief American Stout,American Stout,5,29,3.859387856591118
Hop Valley Secret Chief American Stout,American Stout,6,213,3.861706334543326
Hop Valley Solid Baby,IPA,1,82,0
Hop Valley Solid Baby,IPA,2,75,2.8610065708047863
Hop Valley Solid Baby,IPA,3,77,5.452443891087179
Hop Valley Solid Baby,IPA,4,169,7.747784692123708
Hop Valley Solid Baby,IPA,5,158,7.832889620412896
Hop Valley Solid Baby,IPA,6,81,7.994008607760927
Hop Valley VIP,American Porter,1,83,0
Hop Valley VIP,American Porter,2,72,17.231182974606615
Hop Valley VIP,American Porter,3,73,17.231287563308506
Hop Valley VIP,American Porter,4,202,17.23267994442475
Hop Valley VIP,American Porter,5,20,17.234274313537387
Hop Valley VIP,American Porter,6,213,17.241478823457115
Icehouse,American-Style Ice Lager,1,84,0
Icehouse,American-Style Ice Lager,2,116,0.19248471240321272
Icehouse,American-Style Ice Lager,3,117,0.19248471240321272
Icehouse,American-Style Ice Lager,4,136,0.3539069776327093
Icehouse,American-Style Ice Lager,5,137,1.7846340242800034
Icehouse,American-Style Ice Lager,6,85,2.1718173872673847
Icehouse Edge,American-Style Ice Lager,1,85,0
Icehouse Edge,American-Style Ice Lager,2,137,0.5350432807347594
Icehouse Edge,American-Style Ice Lager,3,136,1.8396691583088394
Icehouse Edge,American-Style Ice Lager,4,116,2.0221335188366045
Icehouse Edge,American-Style Ice Lager,5,117,2.0221335188366045
Icehouse Edge,American-Style Ice Lager,6,84,2.1718173872673847
Jake's City Brew,American Pale Ale,1,86,0
Jake's City Brew,American Pale Ale,2,109,0.0735074727134621
Jake's City Brew,American Pale Ale,3,55,0.8354857697485786
Jake's City Brew,American Pale Ale,4,124,1.2915119808887796
Jake's City Brew,American Pale Ale,5,52,1.3002797393079861
Jake's City Brew,American Pale Ale,6,127,1.320840896091509
Keystone Ice,American-Style Ice Lager,1,87,0
Keystone Ice,American-Style Ice Lager,2,90,0.11732567279766815
Keystone Ice,American-Style Ice Lager,3,31,0.8930726893315859
Keystone Ice,American-Style Ice Lager,4,89,1.213878631882878
Keystone Ice,American-Style Ice Lager,5,121,1.3853125884110022
Keystone Ice,American-Style Ice Lager,6,33,1.3855780252827514
Keystone Light,American-Style Light Lager,1,88,0
Keystone Light,American-Style Light Lager,2,33,0.13516653346649926
Keystone Light,American-Style Light Lager,3,126,0.21550434158040882
Keystone Light,American-Style Light Lager,4,121,0.27565502410634973
Keystone Light,American-Style Light Lager,5,89,0.28642602583133
Keystone Light,American-Style Light Lager,6,123,1.131064998335089
Keystone Premium,American-Style Lager,1,89,0
Keystone Premium,American-Style Lager,2,33,0.2069613712929191
Keystone Premium,American-Style Lager,3,88,0.28642602583133
Keystone Premium,American-Style Lager,4,121,0.3428819079095603
Keystone Premium,American-Style Lager,5,126,0.4379853081095767
Keystone Premium,American-Style Lager,6,87,1.213878631882878
Keystone V9,American-Style Ice Lager,1,90,0
Keystone V9,American-Style Ice Lager,2,87,0.11732567279766815
Keystone V9,American-Style Ice Lager,3,31,0.8696452655753809
Keystone V9,American-Style Ice Lager,4,89,1.2195354223798802
Keystone V9,American-Style Ice Lager,5,121,1.3703266132998053
Keystone V9,American-Style Ice Lager,6,33,1.380601734986967
Lech,International Pale Lager,1,91,0
Lech,International Pale Lager,2,218,0.267012427290844
Lech,International Pale Lager,3,50,2.9425330012577113
Lech,International Pale Lager,4,34,6.312093695583638
Lech,International Pale Lager,5,71,7.039461729923305
Lech,International Pale Lager,6,51,7.043063502028556
Leinenkugel's Berry Shandy,Shandy,1,92,0
Leinenkugel's Berry Shandy,Shandy,2,93,1.6473337542481925
Leinenkugel's Berry Shandy,Shandy,3,106,10.560702021532293
Leinenkugel's Berry Shandy,Shandy,4,99,10.588778083618152
Leinenkugel's Berry Shandy,Shandy,5,96,10.592945321128155
Leinenkugel's Berry Shandy,Shandy,6,114,11.244695090198693
Leinenkugel's Berry Weiss,Fruit Wheat,1,93,0
Leinenkugel's Berry Weiss,Fruit Wheat,2,92,1.6473337542481925
Leinenkugel's Berry Weiss,Fruit Wheat,3,106,10.690048860068638
Leinenkugel's Berry Weiss,Fruit Wheat,4,96,10.72460110790749
Leinenkugel's Berry Weiss,Fruit Wheat,5,99,10.812832590867899
Leinenkugel's Berry Weiss,Fruit Wheat,6,114,11.426970594051847
Leinenkugel's Canoe Paddle Kölsch,Kölsch Style,1,94,0
Leinenkugel's Canoe Paddle Kölsch,Kölsch Style,2,55,14.904710844039185
Leinenkugel's Canoe Paddle Kölsch,Kölsch Style,3,86,14.911533315151564
Leinenkugel's Canoe Paddle Kölsch,Kölsch Style,4,109,14.911856224389377
Leinenkugel's Canoe Paddle Kölsch,Kölsch Style,5,52,14.921620611843895
Leinenkugel's Canoe Paddle Kölsch,Kölsch Style,6,124,14.922915291705797
Leinenkugel's Cherry Blonde Lager,Fruit Blonde Lager,1,95,0
Leinenkugel's Cherry Blonde Lager,Fruit Blonde Lager,2,55,18.916456374051098
Leinenkugel's Cherry Blonde Lager,Fruit Blonde Lager,3,52,18.916634870510048
Leinenkugel's Cherry Blonde Lager,Fruit Blonde Lager,4,124,18.91756567141478
Leinenkugel's Cherry Blonde Lager,Fruit Blonde Lager,5,127,18.918402905630447
Leinenkugel's Cherry Blonde Lager,Fruit Blonde Lager,6,182,18.921419521952046
Leinenkugel's Cranberry Ginger Shandy,Shandy,1,96,0
Leinenkugel's Cranberry Ginger Shandy,Shandy,2,106,0.9073789290506391
Leinenkugel's Cranberry Ginger Shandy,Shandy,3,99,0.9970146283595519
Leinenkugel's Cranberry Ginger Shandy,Shandy,4,114,3.9461292527367102
Leinenkugel's Cranberry Ginger Shandy,Shandy,5,98,4.521320486816804
Leinenkugel's Cranberry Ginger Shandy,Shandy,6,113,4.609304775825537
Leinenkugel's Creamy Dark,American Dark Lager,1,97,0
Leinenkugel's Creamy Dark,American Dark Lager,2,103,2.5368474429110965
Leinenkugel's Creamy Dark,American Dark Lager,3,107,4.526122858447784
Leinenkugel's Creamy Dark,American Dark Lager,4,102,4.541726181140714
Leinenkugel's Creamy Dark,American Dark Lager,5,105,4.57159205769826
Leinenkugel's Creamy Dark,American Dark Lager,6,169,6.800634992730944
Leinenkugel's Grapefruit Shandy,Shandy,1,98,0
Leinenkugel's Grapefruit Shandy,Shandy,2,113,0.5427844096625027
Leinenkugel's Grapefruit Shandy,Shandy,3,104,3.8901765616229484
Leinenkugel's Grapefruit Shandy,Shandy,4,99,4.428171351825739
Leinenkugel's Grapefruit Shandy,Shandy,5,106,4.491282525954944
Leinenkugel's Grapefruit Shandy,Shandy,6,96,4.521320486816804
Leinenkugel's Harvest Patch Shandy,Shandy,1,99,0
Leinenkugel's Harvest Patch Shandy,Shandy,2,106,0.8709776238918446
Leinenkugel's Harvest Patch Shandy,Shandy,3,96,0.9970146283595519
Leinenkugel's Harvest Patch Shandy,Shandy,4,114,3.8455728103629188
Leinenkugel's Harvest Patch Shandy,Shandy,5,98,4.428171351825739
Leinenkugel's Harvest Patch Shandy,Shandy,6,113,4.445611964595217
Leinenkugel's Honey Weiss,American Wheat,1,100,0
Leinenkugel's Honey Weiss,American Wheat,2,114,3.1698957265155383
Leinenkugel's Honey Weiss,American Wheat,3,55,4.714479424139425
Leinenkugel's Honey Weiss,American Wheat,4,124,4.752656392349897
Leinenkugel's Honey Weiss,American Wheat,5,52,4.753191730320073
Leinenkugel's Honey Weiss,American Wheat,6,127,4.757708220048104
Leinenkugel's Light,American-Style Light Lager,1,101,0
Leinenkugel's Light,American-Style Light Lager,2,200,2.5203964541250437
Leinenkugel's Light,American-Style Light Lager,3,166,2.6562211347262608
Leinenkugel's Light,American-Style Light Lager,4,163,2.6828967133642387
Leinenkugel's Light,American-Style Light Lager,5,198,2.7412056411812884
Leinenkugel's Light,American-Style Light Lager,6,76,3.028081259034987
Leinenkugel's Northwoods Lager,American Lager,1,102,0
Leinenkugel's Northwoods Lager,American Lager,2,107,0.28361100949175977
Leinenkugel's Northwoods Lager,American Lager,3,105,0.6529208757938001
Leinenkugel's Northwoods Lager,American Lager,4,103,3.788672753673909
Leinenkugel's Northwoods Lager,American Lager,5,97,4.541726181140714
Leinenkugel's Northwoods Lager,American Lager,6,109,6.167245570654062
Leinenkugel's Oktoberfest,Oktoberfest Lager,1,103,0
Leinenkugel's Oktoberfest,Oktoberfest Lager,2,97,2.5368474429110965
Leinenkugel's Oktoberfest,Oktoberfest Lager,3,107,3.7605690250499357
Leinenkugel's Oktoberfest,Oktoberfest Lager,4,102,3.788672753673909
Leinenkugel's Oktoberfest,Oktoberfest Lager,5,105,3.8117125482853984
Leinenkugel's Oktoberfest,Oktoberfest Lager,6,81,7.115816121319199
Leinenkugel's Orange Shandy,Shandy,1,104,0
Leinenkugel's Orange Shandy,Shandy,2,113,3.861286838807577
Leinenkugel's Orange Shandy,Shandy,3,98,3.8901765616229484
Leinenkugel's Orange Shandy,Shandy,4,99,5.8827750044889076
Leinenkugel's Orange Shandy,Shandy,5,106,5.992038125110248
Leinenkugel's Orange Shandy,Shandy,6,96,6.004685319891401
Leinenkugel's Original,American Lager,1,105,0
Leinenkugel's Original,American Lager,2,107,0.6096339719251039
Leinenkugel's Original,American Lager,3,102,0.6529208757938001
Leinenkugel's Original,American Lager,4,103,3.8117125482853984
Leinenkugel's Original,American Lager,5,97,4.57159205769826
Leinenkugel's Original,American Lager,6,55,6.166654341253556
Leinenkugel's Pomegranate Shandy,Shandy,1,106,0
Leinenkugel's Pomegranate Shandy,Shandy,2,99,0.8709776238918446
Leinenkugel's Pomegranate Shandy,Shandy,3,96,0.9073789290506391
Leinenkugel's Pomegranate Shandy,Shandy,4,114,3.8639624987490375
Leinenkugel's Pomegranate Shandy,Shandy,5,98,4.491282525954944
Leinenkugel's Pomegranate Shandy,Shandy,6,113,4.57799979868617
Leinenkugel's Red Lager,Vienna-Style Amber Lager,1,107,0
Leinenkugel's Red Lager,Vienna-Style Amber Lager,2,102,0.28361100949175977
Leinenkugel's Red Lager,Vienna-Style Amber Lager,3,105,0.6096339719251039
Leinenkugel's Red Lager,Vienna-Style Amber Lager,4,103,3.7605690250499357
Leinenkugel's Red Lager,Vienna-Style Amber Lager,5,97,4.526122858447784
Leinenkugel's Red Lager,Vienna-Style Amber Lager,6,109,6.1768398219385725
Leinenkugel'sSnowdrift Vanilla Porter,Porter,1,108,0
Leinenkugel'sSnowdrift Vanilla Porter,Porter,2,115,15.63395111746711
Leinenkugel'sSnowdrift Vanilla Porter,Porter,3,109,17.273171331170822
Leinenkugel'sSnowdrift Vanilla Porter,Porter,4,86,17.275898652702534
Leinenkugel'sSnowdrift Vanilla Porter,Porter,5,55,17.344409317641674
Leinenkugel'sSnowdrift Vanilla Porter,Porter,6,52,17.393364466140095
Leinenkugel's Special Ale,American Pale Ale,1,109,0
Leinenkugel's Special Ale,American Pale Ale,2,86,0.0735074727134621
Leinenkugel's Special Ale,American Pale Ale,3,55,0.8483087870595236
Leinenkugel's Special Ale,American Pale Ale,4,52,1.307602014030608
Leinenkugel's Special Ale,American Pale Ale,5,124,1.3113892938945053
Leinenkugel's Special Ale,American Pale Ale,6,127,1.343037919067294
Leine Spritzen Grapefruit,Beer with a splash of seltzer,1,110,0
Leine Spritzen Grapefruit,Beer with a splash of seltzer,2,110,0
Leine Spritzen Grapefruit,Beer with a splash of seltzer,3,112,0
Leine Spritzen Grapefruit,Beer with a splash of seltzer,4,126,3.163811714087795
Leine Spritzen Grapefruit,Beer with a splash of seltzer,5,88,3.1809997078039145
Leine Spritzen Grapefruit,Beer with a splash of seltzer,6,33,3.191180122632592
Leine Spritzen Raspberry Lemon,Beer with a splash of seltzer,1,111,0
Leine Spritzen Raspberry Lemon,Beer with a splash of seltzer,2,110,0
Leine Spritzen Raspberry Lemon,Beer with a splash of seltzer,3,112,0
Leine Spritzen Raspberry Lemon,Beer with a splash of seltzer,4,126,3.163811714087795
Leine Spritzen Raspberry Lemon,Beer with a splash of seltzer,5,88,3.1809997078039145
Leine Spritzen Raspberry Lemon,Beer with a splash of seltzer,6,33,3.191180122632592
Leine Spritzen Pineapple Strawberry,Beer with a splash of seltzer,1,112,0
Leine Spritzen Pineapple Strawberry,Beer with a splash of seltzer,2,110,0
Leine Spritzen Pineapple Strawberry,Beer with a splash of seltzer,3,112,0
Leine Spritzen Pineapple Strawberry,Beer with a splash of seltzer,4,126,3.163811714087795
Leine Spritzen Pineapple Strawberry,Beer with a splash of seltzer,5,88,3.1809997078039145
Leine Spritzen Pineapple Strawberry,Beer with a splash of seltzer,6,33,3.191180122632592
Leinenkugel's Summer Shandy,Shandy,1,113,0
Leinenkugel's Summer Shandy,Shandy,2,98,0.5427844096625027
Leinenkugel's Summer Shandy,Shandy,3,104,3.861286838807577
Leinenkugel's Summer Shandy,Shandy,4,99,4.445611964595217
Leinenkugel's Summer Shandy,Shandy,5,106,4.57799979868617
Leinenkugel's Summer Shandy,Shandy,6,96,4.609304775825537
Leinenkugel's Sunset Wheat,Spice Wheat,1,114,0
Leinenkugel's Sunset Wheat,Spice Wheat,2,100,3.1698957265155383
Leinenkugel's Sunset Wheat,Spice Wheat,3,99,3.8455728103629188
Leinenkugel's Sunset Wheat,Spice Wheat,4,106,3.8639624987490375
Leinenkugel's Sunset Wheat,Spice Wheat,5,96,3.9461292527367102
Leinenkugel's Sunset Wheat,Spice Wheat,6,109,5.660415565458206
Leinenkugel's Wisconsin Red Pale Ale,Red Pale Ale,1,115,0
Leinenkugel's Wisconsin Red Pale Ale,Red Pale Ale,2,81,8.791300313366067
Leinenkugel's Wisconsin Red Pale Ale,Red Pale Ale,3,169,9.028890387287449
Leinenkugel's Wisconsin Red Pale Ale,Red Pale Ale,4,158,9.115870422567165
Leinenkugel's Wisconsin Red Pale Ale,Red Pale Ale,5,202,9.425477203167883
Leinenkugel's Wisconsin Red Pale Ale,Red Pale Ale,6,72,9.434908334065957
Magnum,American-Style Malt Liquor,1,116,0
Magnum,American-Style Malt Liquor,2,117,0
Magnum,American-Style Malt Liquor,3,84,0.19248471240321272
Magnum,American-Style Malt Liquor,4,136,0.23894490098731083
Magnum,American-Style Malt Liquor,5,137,1.63539991324047
Magnum,American-Style Malt Liquor,6,85,2.0221335188366045
Mickey's,American-Style Malt Liquor,1,117,0
Mickey's,American-Style Malt Liquor,2,117,0
Mickey's,American-Style Malt Liquor,3,84,0.19248471240321272
Mickey's,American-Style Malt Liquor,4,136,0.23894490098731083
Mickey's,American-Style Malt Liquor,5,137,1.63539991324047
Mickey's,American-Style Malt Liquor,6,85,2.0221335188366045
Mickey's Ice,American-Style Ice Lager,1,118,0
Mickey's Ice,American-Style Ice Lager,2,189,0.289936313672147
Mickey's Ice,American-Style Ice Lager,3,138,1.9381849600814711
Mickey's Ice,American-Style Ice Lager,4,188,2.0146992746418233
Mickey's Ice,American-Style Ice Lager,5,141,3.0342366275596437
Mickey's Ice,American-Style Ice Lager,6,31,9.041444652376777
Miller Genuine Draft,American-Style Lager,1,119,0
Miller Genuine Draft,American-Style Lager,2,120,2.0244264012797326
Miller Genuine Draft,American-Style Lager,3,129,2.034785446858193
Miller Genuine Draft,American-Style Lager,4,47,2.0404324815928754
Miller Genuine Draft,American-Style Lager,5,135,2.0404806114537304
Miller Genuine Draft,American-Style Lager,6,52,2.1514758645926872
Miller High Life,American-Style Lager,1,120,0
Miller High Life,American-Style Lager,2,129,0.3083755239553428
Miller High Life,American-Style Lager,3,47,0.33622872351015204
Miller High Life,American-Style Lager,4,135,0.34395461146410833
Miller High Life,American-Style Lager,5,130,0.9103917441340288
Miller High Life,American-Style Lager,6,119,2.0244264012797326
Miller High Life Light,American-Style Light Lager,1,121,0
Miller High Life Light,American-Style Light Lager,2,33,0.22507772993463435
Miller High Life Light,American-Style Light Lager,3,88,0.27565502410634973
Miller High Life Light,American-Style Light Lager,4,89,0.3428819079095603
Miller High Life Light,American-Style Light Lager,5,126,0.4192162265748143
Miller High Life Light,American-Style Light Lager,6,31,1.1850830112290331
Miller Lite,American-Style Light Lager,1,122,0
Miller Lite,American-Style Light Lager,2,126,21.342238354455773
Miller Lite,American-Style Light Lager,3,88,21.34360990313141
Miller Lite,American-Style Light Lager,4,33,21.344274063650026
Miller Lite,American-Style Light Lager,5,89,21.346493656468393
Miller Lite,American-Style Light Lager,6,121,21.346993074369752
Miller64,American-Style Light Lager,1,123,0
Miller64,American-Style Light Lager,2,126,1.039266571459315
Miller64,American-Style Light Lager,3,88,1.131064998335089
Miller64,American-Style Light Lager,4,33,1.20644564041771
Miller64,American-Style Light Lager,5,121,1.2626069182050637
Miller64,American-Style Light Lager,6,89,1.3843990763500613
Milwaukee's Best,American-Style Lager,1,124,0
Milwaukee's Best,American-Style Lager,2,127,0.2035127328188205
Milwaukee's Best,American-Style Lager,3,52,0.2392113677820113
Milwaukee's Best,American-Style Lager,4,182,0.39160308474580585
Milwaukee's Best,American-Style Lager,5,55,0.5336740646935902
Milwaukee's Best,American-Style Lager,6,86,1.2915119808887796
Milwaukee's Best Ice,American-Style Ice Lager,1,125,0
Milwaukee's Best Ice,American-Style Ice Lager,2,90,2.028922371184531
Milwaukee's Best Ice,American-Style Ice Lager,3,87,2.0390737918931077
Milwaukee's Best Ice,American-Style Ice Lager,4,31,2.176696175709718
Milwaukee's Best Ice,American-Style Ice Lager,5,89,2.3981762847515204
Milwaukee's Best Ice,American-Style Ice Lager,6,121,2.4618098219106836
Milwaukee's Best Light,American-Style Light Lager,1,126,0
Milwaukee's Best Light,American-Style Light Lager,2,88,0.21550434158040882
Milwaukee's Best Light,American-Style Light Lager,3,33,0.2832023227086866
Milwaukee's Best Light,American-Style Light Lager,4,121,0.4192162265748143
Milwaukee's Best Light,American-Style Light Lager,5,89,0.4379853081095767
Milwaukee's Best Light,American-Style Light Lager,6,123,1.039266571459315
Molson Canadian,North American-Style Lager,1,127,0
Molson Canadian,North American-Style Lager,2,124,0.2035127328188205
Molson Canadian,North American-Style Lager,3,52,0.36835258425727196
Molson Canadian,North American-Style Lager,4,182,0.5021250603968385
Molson Canadian,North American-Style Lager,5,55,0.6310264079978852
Molson Canadian,North American-Style Lager,6,86,1.320840896091509
Molson Canadian 67,North American-Style Light Lager,1,128,0
Molson Canadian 67,North American-Style Light Lager,2,45,8.47169307650024
Molson Canadian 67,North American-Style Light Lager,3,206,8.69442578281741
Molson Canadian 67,North American-Style Light Lager,4,70,8.833981112701476
Molson Canadian 67,North American-Style Light Lager,5,46,9.22184783315564
Molson Canadian 67,North American-Style Light Lager,6,123,9.401895732351104
Molson Golden,North American-Style Lager,1,129,0
Molson Golden,North American-Style Lager,2,135,0.15234602381648676
Molson Golden,North American-Style Lager,3,47,0.15830680707306433
Molson Golden,North American-Style Lager,4,120,0.3083755239553428
Molson Golden,North American-Style Lager,5,130,0.6403253434132877
Molson Golden,North American-Style Lager,6,119,2.034785446858193
Molson Ice,North American-Style Lager,1,130,0
Molson Ice,North American-Style Lager,2,135,0.5834283267885304
Molson Ice,North American-Style Lager,3,47,0.6093047580819672
Molson Ice,North American-Style Lager,4,129,0.6403253434132877
Molson Ice,North American-Style Lager,5,120,0.9103917441340288
Molson Ice,North American-Style Lager,6,131,1.4294328426670717
Molson XXX,North American-Style Specialty Lager,1,131,0
Molson XXX,North American-Style Specialty Lager,2,130,1.4294328426670717
Molson XXX,North American-Style Specialty Lager,3,135,2.006241892803672
Molson XXX,North American-Style Specialty Lager,4,47,2.027368122609386
Molson XXX,North American-Style Specialty Lager,5,129,2.046331280425854
Molson XXX,North American-Style Specialty Lager,6,120,2.334635343900059
MOVO BloodOrange Sangria,Wine Spritzer,1,132,0
MOVO BloodOrange Sangria,Wine Spritzer,2,214,23.490821947118835
MOVO BloodOrange Sangria,Wine Spritzer,3,211,23.497339531464146
MOVO BloodOrange Sangria,Wine Spritzer,4,178,23.501504085682676
MOVO BloodOrange Sangria,Wine Spritzer,5,51,23.504957442778668
MOVO BloodOrange Sangria,Wine Spritzer,6,71,23.510528430067076
MOVO Peach White,Wine Spritzer,1,133,0
MOVO Peach White,Wine Spritzer,2,211,23.588444939879476
MOVO Peach White,Wine Spritzer,3,214,23.590082258146925
MOVO Peach White,Wine Spritzer,4,178,23.592949677099096
MOVO Peach White,Wine Spritzer,5,170,23.597241603212694
MOVO Peach White,Wine Spritzer,6,18,23.601492458862673
MOVO Raspberry Rose,Wine Spritzer,1,134,0
MOVO Raspberry Rose,Wine Spritzer,2,211,28.072300936579417
MOVO Raspberry Rose,Wine Spritzer,3,214,28.075113833921737
MOVO Raspberry Rose,Wine Spritzer,4,178,28.07578688311922
MOVO Raspberry Rose,Wine Spritzer,5,170,28.078495584071675
MOVO Raspberry Rose,Wine Spritzer,6,18,28.080967999613573
Old Vienna,North American-Style Lager,1,135,0
Old Vienna,North American-Style Lager,2,47,0.043031781196864925
Old Vienna,North American-Style Lager,3,129,0.15234602381648676
Old Vienna,North American-Style Lager,4,120,0.34395461146410833
Old Vienna,North American-Style Lager,5,130,0.5834283267885304
Old Vienna,North American-Style Lager,6,131,2.006241892803672
Olde English 800,American-Style Malt Liquor,1,136,0
Olde English 800,American-Style Malt Liquor,2,116,0.23894490098731083
Olde English 800,American-Style Malt Liquor,3,117,0.23894490098731083
Olde English 800,American-Style Malt Liquor,4,84,0.3539069776327093
Olde English 800,American-Style Malt Liquor,5,137,1.4817975275038184
Olde English 800,American-Style Malt Liquor,6,85,1.8396691583088394
Olde English 800 7.5%,American-Style Malt Liquor,1,137,0
Olde English 800 7.5%,American-Style Malt Liquor,2,85,0.5350432807347594
Olde English 800 7.5%,American-Style Malt Liquor,3,136,1.4817975275038184
Olde English 800 7.5%,American-Style Malt Liquor,4,116,1.63539991324047
Olde English 800 7.5%,American-Style Malt Liquor,5,117,1.63539991324047
Olde English 800 7.5%,American-Style Malt Liquor,6,84,1.7846340242800034
Olde English High Gravity 800,American-Style Malt Liquor,1,138,0
Olde English High Gravity 800,American-Style Malt Liquor,2,188,0.14191455284596713
Olde English High Gravity 800,American-Style Malt Liquor,3,189,1.837080127968757
Olde English High Gravity 800,American-Style Malt Liquor,4,118,1.9381849600814711
Olde English High Gravity 800,American-Style Malt Liquor,5,141,3.91994375056612
Olde English High Gravity 800,American-Style Malt Liquor,6,195,9.0199131757143
Peroni Nastro Azzurro,International Pale Lager,1,139,0
Peroni Nastro Azzurro,International Pale Lager,2,214,15.055643915158356
Peroni Nastro Azzurro,International Pale Lager,3,211,15.056792017914196
Peroni Nastro Azzurro,International Pale Lager,4,178,15.057581880800084
Peroni Nastro Azzurro,International Pale Lager,5,67,15.065682455408282
Peroni Nastro Azzurro,International Pale Lager,6,71,15.066762645531378
Pilsner Urquell,Bohemian Pilsner,1,140,0
Pilsner Urquell,Bohemian Pilsner,2,26,15.054409521283452
Pilsner Urquell,Bohemian Pilsner,3,3,15.059366989111542
Pilsner Urquell,Bohemian Pilsner,4,67,15.0623704875901
